campaign_id,cell_key,pair_key,case_slug,source_cluster_id,run_plan_id,run_plan_sha256,model_id,profile_id,inference_seed,provider,requested_model,canonical_model,quantization,access_class,license_id,harness,reasoning_effort,max_output_tokens,timeout_seconds,max_action_attempts,sdk_retries,response_cache
datacenter_development_terms_public_v1,credit-facility-availability-and-rounding__mistral32_deepinfra__seed_314001,credit-facility-availability-and-rounding__seed_314001,credit-facility-availability-and-rounding,sec_enovum_credit_facility_2025,runplan_a6b4cb69ef409aeb,a6b4cb69ef409aeb091c925a92015917e4afe18ce5cbd7c676c6430382d46d6f,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,credit-facility-availability-and-rounding__mistral32_deepinfra__seed_314002,credit-facility-availability-and-rounding__seed_314002,credit-facility-availability-and-rounding,sec_enovum_credit_facility_2025,runplan_2969a25db9f6b6e0,2969a25db9f6b6e0e143488ffb5aa0701c9a11fa5b4f5e6c23b6b5870dfdeab4,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,credit-facility-availability-and-rounding__mistral32_deepinfra__seed_314003,credit-facility-availability-and-rounding__seed_314003,credit-facility-availability-and-rounding,sec_enovum_credit_facility_2025,runplan_7eced4dab31d1171,7eced4dab31d1171d2475bb7c0e2a44c2300b27929cc1335773fc02c5704ae4f,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,credit-facility-availability-and-rounding__qwen3_235b_novita__seed_314001,credit-facility-availability-and-rounding__seed_314001,credit-facility-availability-and-rounding,sec_enovum_credit_facility_2025,runplan_601494a4ed637c64,601494a4ed637c64f855d1fed951f0e782431fe235832bf10d3c513d158735b0,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,credit-facility-availability-and-rounding__qwen3_235b_novita__seed_314002,credit-facility-availability-and-rounding__seed_314002,credit-facility-availability-and-rounding,sec_enovum_credit_facility_2025,runplan_5894b0c1fedbdd0b,5894b0c1fedbdd0b96fda2058d8edab7bebf362643970b2fbddfe6dce293e55a,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314002,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,credit-facility-availability-and-rounding__qwen3_235b_novita__seed_314003,credit-facility-availability-and-rounding__seed_314003,credit-facility-availability-and-rounding,sec_enovum_credit_facility_2025,runplan_cbe91a3d64acab92,cbe91a3d64acab92c2c4771adfd3ee50a5f8d929f7627d037eb249f97d4718b4,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314003,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314001,ground-lease-commencement-boundary__seed_314001,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,runplan_8a5dc36a47e51b94,8a5dc36a47e51b9428311a5b37d2123c6a3abd1ab0d92fac43dcf1b55a6a8a11,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314002,ground-lease-commencement-boundary__seed_314002,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,runplan_1f3d45f5be4107c2,1f3d45f5be4107c20ee4d8d4bace43a8260c4d0fb21662d5d4ea6f4eb9a6da09,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314003,ground-lease-commencement-boundary__seed_314003,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,runplan_36127fb236e7b4c1,36127fb236e7b4c13143bb9406527bb26263e59c33333641bed44806f256a464,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314001,ground-lease-commencement-boundary__seed_314001,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,runplan_94a9744bff1e448c,94a9744bff1e448c2c3e57941fc6e1746445aed5b640b7d822c4eb5f342f59e7,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314002,ground-lease-commencement-boundary__seed_314002,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,runplan_8e0b73cd40221668,8e0b73cd40221668bf3fdafb8be799ee83969fc79b5ba482e54106bc7b539465,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314002,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314003,ground-lease-commencement-boundary__seed_314003,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,runplan_dc2ad9d8aebe10b6,dc2ad9d8aebe10b68c4f46c27df53cef82e48d9d3b3cde6b08680fc084759317,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314003,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,large-load-study-to-service-gates__mistral32_deepinfra__seed_314001,large-load-study-to-service-gates__seed_314001,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,runplan_d7c76e895b170823,d7c76e895b1708239d63b3ed5b4a443be06679cade18212481ed7dad09195e4e,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,large-load-study-to-service-gates__mistral32_deepinfra__seed_314002,large-load-study-to-service-gates__seed_314002,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,runplan_c5c6ca513f774b5e,c5c6ca513f774b5e901920af8ae989c915a54173236a4f41b690716bd3eec94b,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,large-load-study-to-service-gates__mistral32_deepinfra__seed_314003,large-load-study-to-service-gates__seed_314003,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,runplan_715b54560fe370ef,715b54560fe370efd96bc68b71672e603f5ef8034f142032b9bc6516c821eaca,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,large-load-study-to-service-gates__qwen3_235b_novita__seed_314001,large-load-study-to-service-gates__seed_314001,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,runplan_6059b7276dcf8c36,6059b7276dcf8c363b80c3629413288ec8094bd0a5897721c6249b550d8f5d8c,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,large-load-study-to-service-gates__qwen3_235b_novita__seed_314002,large-load-study-to-service-gates__seed_314002,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,runplan_9bea0bb5ff0f2a97,9bea0bb5ff0f2a97fa5b0fb286fa7423dc80beb111158fb49f106011fc5534f9,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314002,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,large-load-study-to-service-gates__qwen3_235b_novita__seed_314003,large-load-study-to-service-gates__seed_314003,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,runplan_852813bcf1cc5dd2,852813bcf1cc5dd24f5d62f5023a09fe9190c9b34f9a3379f9959308026c1277,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314003,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314001,linked-land-power-construction-underwriting__seed_314001,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,runplan_cf469ff7e043b037,cf469ff7e043b03773925baa4c627f68fc9675e552a45fe66b602e3b1ce48c0e,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314002,linked-land-power-construction-underwriting__seed_314002,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,runplan_fcbfa7718d1568fb,fcbfa7718d1568fb27471b75a363946cf58edf19ed3e1e33626539e593677617,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314003,linked-land-power-construction-underwriting__seed_314003,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,runplan_154846811474430a,154846811474430ab7efc8d878c12eb17abcd179c932f568fb957f8a6741ee01,mistral32_deepinfra,datacenter_terms_public_mistral32_deepinfra_v1,314003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_v1,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314001,linked-land-power-construction-underwriting__seed_314001,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,runplan_e67732440051a9f6,e67732440051a9f658b3a0027e95a3e31cd34a00c429f8c44fc622f21ba9823c,qwen3_235b_novita,datacenter_terms_public_qwen3_235b_novita_v1,314001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,open_source,Apache-2.0,minimal_chat/1.0,,1400,180.0,1,0,False
