campaign_id,cell_key,case_slug,wording_condition,world_seed,model_id,profile_id,inference_seed,provider,requested_model,canonical_model,quantization,harness,reasoning_effort,max_output_tokens,timeout_seconds,max_action_attempts,sdk_retries,response_cache
datacenter_development_terms_public_candidate_screen_v1,affirm_only__gptoss120b_coreweave__seed_316001,linked-land-power-construction-underwriting,affirm_only,440005,gptoss120b_coreweave,datacenter_terms_candidate_screen_gptoss120b_coreweave_v1,316001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,affirm_only__gptoss120b_coreweave__seed_316002,linked-land-power-construction-underwriting,affirm_only,440005,gptoss120b_coreweave,datacenter_terms_candidate_screen_gptoss120b_coreweave_v1,316002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,affirm_only__gptoss120b_coreweave__seed_316003,linked-land-power-construction-underwriting,affirm_only,440005,gptoss120b_coreweave,datacenter_terms_candidate_screen_gptoss120b_coreweave_v1,316003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,affirm_only__mistral32_deepinfra__seed_316001,linked-land-power-construction-underwriting,affirm_only,440005,mistral32_deepinfra,datacenter_terms_candidate_screen_mistral32_deepinfra_v1,316001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,affirm_only__mistral32_deepinfra__seed_316002,linked-land-power-construction-underwriting,affirm_only,440005,mistral32_deepinfra,datacenter_terms_candidate_screen_mistral32_deepinfra_v1,316002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,affirm_only__mistral32_deepinfra__seed_316003,linked-land-power-construction-underwriting,affirm_only,440005,mistral32_deepinfra,datacenter_terms_candidate_screen_mistral32_deepinfra_v1,316003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,affirm_only__qwen3_235b_novita__seed_316001,linked-land-power-construction-underwriting,affirm_only,440005,qwen3_235b_novita,datacenter_terms_candidate_screen_qwen3_235b_novita_v1,316001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,affirm_only__qwen3_235b_novita__seed_316002,linked-land-power-construction-underwriting,affirm_only,440005,qwen3_235b_novita,datacenter_terms_candidate_screen_qwen3_235b_novita_v1,316002,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,affirm_only__qwen3_235b_novita__seed_316003,linked-land-power-construction-underwriting,affirm_only,440005,qwen3_235b_novita,datacenter_terms_candidate_screen_qwen3_235b_novita_v1,316003,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,baseline__gptoss120b_coreweave__seed_316001,linked-land-power-construction-underwriting,baseline,440005,gptoss120b_coreweave,datacenter_terms_candidate_screen_gptoss120b_coreweave_v1,316001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,baseline__gptoss120b_coreweave__seed_316002,linked-land-power-construction-underwriting,baseline,440005,gptoss120b_coreweave,datacenter_terms_candidate_screen_gptoss120b_coreweave_v1,316002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,baseline__gptoss120b_coreweave__seed_316003,linked-land-power-construction-underwriting,baseline,440005,gptoss120b_coreweave,datacenter_terms_candidate_screen_gptoss120b_coreweave_v1,316003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,baseline__mistral32_deepinfra__seed_316001,linked-land-power-construction-underwriting,baseline,440005,mistral32_deepinfra,datacenter_terms_candidate_screen_mistral32_deepinfra_v1,316001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,baseline__mistral32_deepinfra__seed_316002,linked-land-power-construction-underwriting,baseline,440005,mistral32_deepinfra,datacenter_terms_candidate_screen_mistral32_deepinfra_v1,316002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,baseline__mistral32_deepinfra__seed_316003,linked-land-power-construction-underwriting,baseline,440005,mistral32_deepinfra,datacenter_terms_candidate_screen_mistral32_deepinfra_v1,316003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,baseline__qwen3_235b_novita__seed_316001,linked-land-power-construction-underwriting,baseline,440005,qwen3_235b_novita,datacenter_terms_candidate_screen_qwen3_235b_novita_v1,316001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,baseline__qwen3_235b_novita__seed_316002,linked-land-power-construction-underwriting,baseline,440005,qwen3_235b_novita,datacenter_terms_candidate_screen_qwen3_235b_novita_v1,316002,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,baseline__qwen3_235b_novita__seed_316003,linked-land-power-construction-underwriting,baseline,440005,qwen3_235b_novita,datacenter_terms_candidate_screen_qwen3_235b_novita_v1,316003,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,candidate_screen__gptoss120b_coreweave__seed_316001,linked-land-power-construction-underwriting,candidate_screen,440005,gptoss120b_coreweave,datacenter_terms_candidate_screen_gptoss120b_coreweave_v1,316001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,candidate_screen__gptoss120b_coreweave__seed_316002,linked-land-power-construction-underwriting,candidate_screen,440005,gptoss120b_coreweave,datacenter_terms_candidate_screen_gptoss120b_coreweave_v1,316002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,candidate_screen__gptoss120b_coreweave__seed_316003,linked-land-power-construction-underwriting,candidate_screen,440005,gptoss120b_coreweave,datacenter_terms_candidate_screen_gptoss120b_coreweave_v1,316003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_candidate_screen_v1,candidate_screen__mistral32_deepinfra__seed_316001,linked-land-power-construction-underwriting,candidate_screen,440005,mistral32_deepinfra,datacenter_terms_candidate_screen_mistral32_deepinfra_v1,316001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,900,180.0,1,0,False
