campaign_id,cell_key,pair_key,case_slug,source_cluster_id,run_plan_id,run_plan_sha256,model_id,profile_id,inference_seed,provider,requested_model,canonical_model,quantization,access_class,license_id,harness,reasoning_effort,max_output_tokens,timeout_seconds,max_action_attempts,sdk_retries,response_cache
datacenter_development_terms_public_gptoss_v1,credit-facility-availability-and-rounding__gptoss120b_coreweave__seed_314001,credit-facility-availability-and-rounding__seed_314001,credit-facility-availability-and-rounding,sec_enovum_credit_facility_2025,runplan_81079be42ca6e7c7,81079be42ca6e7c747e5f68c5b277acb794ece5bfa7aac54c331bbb62781add4,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_gptoss_v1,credit-facility-availability-and-rounding__gptoss120b_coreweave__seed_314002,credit-facility-availability-and-rounding__seed_314002,credit-facility-availability-and-rounding,sec_enovum_credit_facility_2025,runplan_b030dccb281c67c0,b030dccb281c67c043b44c59ae407e27203aa0937126077e1cf72a377a0fa9b4,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_gptoss_v1,credit-facility-availability-and-rounding__gptoss120b_coreweave__seed_314003,credit-facility-availability-and-rounding__seed_314003,credit-facility-availability-and-rounding,sec_enovum_credit_facility_2025,runplan_8b6253e098674b76,8b6253e098674b766104c85ffc7c87cd6bed9a9256de78a3d7423fc5814493fe,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_gptoss_v1,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314001,ground-lease-commencement-boundary__seed_314001,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,runplan_5b972bc287921b7c,5b972bc287921b7cb1774436163c9b32495b1383198ff0d22e4c40f7b6c8f68f,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_gptoss_v1,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314002,ground-lease-commencement-boundary__seed_314002,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,runplan_3ebe814123d7410d,3ebe814123d7410d799f2450770dd9e87eb8e7a5ef22dc87820a5ae65ce325a9,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_gptoss_v1,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314003,ground-lease-commencement-boundary__seed_314003,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,runplan_31ec2081890ee463,31ec2081890ee463b8472422e5726b6b508e185c6b3c8815120977cb05303c61,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_gptoss_v1,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314001,large-load-study-to-service-gates__seed_314001,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,runplan_c1366f2d232ea139,c1366f2d232ea13907962ef9245fb17dbd1e5f7b4aa0a72cc4c61304ac639ff0,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_gptoss_v1,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314002,large-load-study-to-service-gates__seed_314002,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,runplan_6f16a0b2ecd4aacf,6f16a0b2ecd4aacff1bc5147b949af5488ea74a96cdffd078afe6379a9c0fca1,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_gptoss_v1,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314003,large-load-study-to-service-gates__seed_314003,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,runplan_969d597c7b14b901,969d597c7b14b901a3bc85e6c515795a1d0eca14a08bc646e609ba8927482491,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_gptoss_v1,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314001,linked-land-power-construction-underwriting__seed_314001,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,runplan_bd2525d37e78e42a,bd2525d37e78e42ab6fb5ccb5fc06f55ccc45e51ea44378a909b5798bd2bb43b,gptoss120b_coreweave,datacenter_terms_public_gptoss120b_coreweave_v1,314001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,open_source,Apache-2.0,minimal_chat/1.0,low,1400,180.0,1,0,False
